"filename", "language", "JavaScript", "JSON", "JSON with Comments", "TypeScript", "XML", "HTML", "TypeScript JSX", "Python", "PostCSS", "Markdown", "MS SQL", "comment", "blank", "total"
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\breadcrumb.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 11, 116
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 6, 57
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\calendar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 6, 67
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 9, 87
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\carousel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 232, 0, 0, 0, 0, 0, 31, 263
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\chart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 327, 0, 0, 0, 0, 2, 37, 366
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\checkbox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 5, 31
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\collapsible.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6, 12
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\command.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 137, 0, 0, 0, 0, 0, 19, 156
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\context-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 0, 0, 19, 201
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 14, 123
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\drawer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 14, 119
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\dropdown-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 0, 0, 19, 201
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 26, 180
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\hover-card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 7, 30
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\input-otp.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 9, 72
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 5, 26
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\label.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 6, 27
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\menubar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 217, 0, 0, 0, 0, 0, 20, 237
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\navigation-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 12, 129
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\pagination.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 11, 118
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\popover.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 7, 32
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\progress.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 5, 29
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\radio-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 6, 45
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\resizable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 7, 46
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\scroll-area.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 6, 49
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\select.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 15, 161
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 5, 32
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\sheet.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 16, 141
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\slider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 5, 29
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\sonner.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 6, 32
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\switch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 5, 30
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 11, 118
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\tabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 8, 56
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 5, 25
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\toast.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 14, 130
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\toaster.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 4, 36
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\toggle-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 10, 62
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\toggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 7, 46
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\components\ui\tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 8, 31
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\create-extra-brands.js", "JavaScript", 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 190
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\create-pages.js", "JavaScript", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 49
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\create-turkish-pages.js", "JavaScript", 306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 25, 340
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\admin2-log.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\admin2-user.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\blog-posts.json", "JSON", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\brands.json", "JSON", 0, 221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 221
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\faq.json", "JSON", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\messages.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\prices.json", "JSON", 0, 527, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 527
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\quotes.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\screen-types.json", "JSON", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\services.json", "JSON", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\site-settings.json", "JSON", 0, 208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 208
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\testimonials.json", "JSON", 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\data\tv-screens.json", "JSON", 0, 8788, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8788
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\database\setup.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 16, 13, 133
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\debug-tcl-brands.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\debug-tcl.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\final-cleanup.js", "JavaScript", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 17, 90
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\fix-complex-syntax.js", "JavaScript", 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 21, 112
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\fix-old-phone-numbers.js", "JavaScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 51
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\fix-phone-display.js", "JavaScript", 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 19, 108
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\fix-syntax-errors.js", "JavaScript", 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 18, 111
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\fix_peaq_brand.py", "Python", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 3, 11
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\generate-pages.js", "JavaScript", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 83
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\generate-sitemap.js", "JavaScript", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 109
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\generate-turkish-pages.js", "JavaScript", 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 91
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\get-arcelik-models.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 13
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\get-hilevel-models.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 13
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\get-hisense-models.js", "JavaScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 37
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\hooks\use-counter.ts", "TypeScript", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 1, 8, 40
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\hooks\use-popup-manager.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\hooks\use-toast.ts", "TypeScript", 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 3, 32, 192
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\lib\PricesContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 4, 12, 82
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\lib\sitePrices.ts", "TypeScript", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 3, 1, 27
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\lib\utils.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\middleware.ts", "TypeScript", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 2, 6, 31
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\next.config.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 11
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\package-lock.json", "JSON", 0, 7119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7120
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\package.json", "JSON", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\page-template.js", "JavaScript", 288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 291
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\postcss.config.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\debug.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\altus.svg", "XML", 0, 0, 0, 0, 306, 0, 0, 0, 0, 0, 0, 0, 0, 306
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\arcelik.svg", "XML", 0, 0, 0, 0, 3950, 0, 0, 0, 0, 0, 0, 0, 0, 3950
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\awox.svg", "XML", 0, 0, 0, 0, 288, 0, 0, 0, 0, 0, 0, 0, 0, 288
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\beko.svg", "XML", 0, 0, 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 170
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\elton.svg", "XML", 0, 0, 0, 0, 208, 0, 0, 0, 0, 0, 0, 0, 0, 208
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\finlux.svg", "XML", 0, 0, 0, 0, 347, 0, 0, 0, 0, 0, 0, 0, 0, 347
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\grundig.svg", "XML", 0, 0, 0, 0, 267, 0, 0, 0, 0, 0, 0, 0, 0, 267
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\hi-level.svg", "XML", 0, 0, 0, 0, 645, 0, 0, 0, 0, 0, 0, 0, 0, 645
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\hisense.svg", "XML", 0, 0, 0, 0, 244, 0, 0, 0, 0, 0, 0, 0, 0, 244
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\hyundai.svg", "XML", 0, 0, 0, 0, 457, 0, 0, 0, 0, 0, 0, 0, 0, 457
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\jvc.svg", "XML", 0, 0, 0, 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 204
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\lg.svg", "XML", 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 0, 210
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\nexon.svg", "XML", 0, 0, 0, 0, 213, 0, 0, 0, 0, 0, 0, 0, 0, 213
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\next.svg", "XML", 0, 0, 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 143
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\nordmende.svg", "XML", 0, 0, 0, 0, 329, 0, 0, 0, 0, 0, 0, 0, 0, 329
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\panasonic.svg", "XML", 0, 0, 0, 0, 532, 0, 0, 0, 0, 0, 0, 0, 0, 532
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\redline.svg", "XML", 0, 0, 0, 0, 446, 0, 0, 0, 0, 0, 0, 0, 0, 446
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\regal.svg", "XML", 0, 0, 0, 0, 348, 0, 0, 0, 0, 0, 0, 0, 0, 348
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\samsung.svg", "XML", 0, 0, 0, 0, 402, 0, 0, 0, 0, 0, 0, 0, 0, 402
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\seg.svg", "XML", 0, 0, 0, 0, 266, 0, 0, 0, 0, 0, 0, 0, 0, 266
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\sony.svg", "XML", 0, 0, 0, 0, 198, 0, 0, 0, 0, 0, 0, 0, 0, 198
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\sunny.svg", "XML", 0, 0, 0, 0, 283, 0, 0, 0, 0, 0, 0, 0, 0, 283
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\tcl.svg", "XML", 0, 0, 0, 0, 260, 0, 0, 0, 0, 0, 0, 0, 0, 260
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\toshiba.svg", "XML", 0, 0, 0, 0, 361, 0, 0, 0, 0, 0, 0, 0, 0, 361
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\vestel.svg", "XML", 0, 0, 0, 0, 426, 0, 0, 0, 0, 0, 0, 0, 0, 426
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\woon.svg", "XML", 0, 0, 0, 0, 193, 0, 0, 0, 0, 0, 0, 0, 0, 193
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\xiaomi.svg", "XML", 0, 0, 0, 0, 310, 0, 0, 0, 0, 0, 0, 0, 0, 310
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\marka_logo\yumatu.svg", "XML", 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 287
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\public\sitemap.xml", "XML", 0, 0, 0, 0, 1035, 0, 0, 0, 0, 0, 0, 3, 2, 1040
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\tailwind.config.ts", "TypeScript", 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 2, 91
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\test-api.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\tsconfig.json", "JSON with Comments", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\turkish-page-template.js", "JavaScript", 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 289
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\update-all-brands-fixed.js", "JavaScript", 740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 20, 768
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\update-all-brands.js", "JavaScript", 735, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 19, 761
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\update-all-phone-numbers.js", "JavaScript", 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 19, 148
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\update-lg-models.js", "JavaScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 25
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\update-lg.js", "JavaScript", 708, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 727
"c:\Users\ibrahim\Downloads\zero_yayina_dogru-main\update-phone-numbers.js", "JavaScript", 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 22, 143
"Total", "-", 4177, 17272, 30, 860, 13328, 0, 126707, 8, 247, 67, 104, 4720, 9689, 177209